IP_LOC,Method_LOC,File_LOC,Var_Type,Var_Property,Var_Init,Def_C_IP,Def_C_Other,Def_C_If,Def_C_For,Def_C_While,Def_V_IP,Def_V_Other,Def_V_If,Def_V_For,Def_V_While,Def_Lib_IP,Def_Lib_Other,Def_Lib_If,Def_Lib_For,Def_Lib_While,Def_User_IP,Def_User_Other,Def_User_If,Def_User_For,Def_User_While,Use_V_IP,Use_V_Other,Use_V_If,Use_V_For,Use_V_While,Use_Lib_IP,Use_Lib_Other,Use_Lib_If,Use_Lib_For,Use_Lib_While,Use_User_IP,Use_User_Other,Use_User_If,Use_User_For,Use_User_While,Use_If_IP,Use_If_Other,Use_For_IP,Use_For_Other,Use_While_IP,Use_While_Other,Defect
6,17,689,1,1,0,0,4,0,2,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,TRUE
4,12,1306,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,2,0,0,0,0,TRUE
297,352,1306,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,3,0,0,0,0,TRUE
12,146,1306,1,1,2,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,FALSE
82,146,1306,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,FALSE
86,146,1306,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,FALSE
94,146,1306,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,FALSE
98,146,1306,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,FALSE
139,146,1306,1,1,2,5,0,3,0,0,12,0,10,0,0,3,0,3,0,0,28,7,2,0,0,0,7,5,0,0,0,4,4,0,0,2,0,0,0,0,6,10,0,0,0,0,FALSE
1,15,1306,0,1,0,0,4,0,2,0,1,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,3,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,TRUE
1,15,1306,0,1,0,0,4,0,2,0,1,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0,4,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,TRUE
8,217,1306,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE
36,115,1306,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3,2,0,0,1,2,3,0,0,0,0,0,0,0,0,9,0,0,0,0,TRUE
45,115,1306,0,1,0,0,3,0,2,0,0,7,3,1,0,1,2,3,0,0,0,0,0,0,0,1,10,6,6,0,1,4,5,0,0,0,0,0,0,0,0,11,0,2,0,0,TRUE
75,115,1306,0,1,0,0,4,0,2,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3,1,1,0,1,1,2,0,0,0,0,0,0,0,0,10,0,2,0,0,TRUE
45,90,1306,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,FALSE
1,90,1306,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,FALSE
1,90,1306,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,FALSE
68,90,1306,0,1,1,0,1,0,0,0,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,2,1,0,0,2,7,1,0,3,7,1,7,0,6,0,7,0,0,0,2,FALSE
135,235,897,0,1,2,2,5,2,4,0,2,4,5,2,0,0,0,0,0,0,0,0,0,0,0,2,9,10,4,0,0,0,0,0,0,0,0,0,0,0,1,7,0,2,0,0,TRUE
35,161,1437,1,1,1,0,2,1,0,0,1,2,2,0,0,1,0,1,0,0,0,0,0,0,0,0,5,4,0,0,1,3,1,0,0,0,0,0,0,0,0,13,0,0,0,0,TRUE
255,288,1437,1,1,0,0,0,0,0,0,2,5,6,0,0,0,0,0,0,0,0,0,0,0,0,1,10,10,0,0,0,0,0,0,0,0,2,0,0,0,3,8,0,0,0,0,TRUE
4,11,1437,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,TRUE
